intent,example_question,response,category,tags,source
nearby_restaurants,How to find nearby restaurants at Emporium Mall?,Several restaurants and cafes are located near Emporium Mall; use mapping apps or ask locals for current top picks.,poi,Emporium_Mall,generated/poi_specific
cheap_hotels,cheap hotels,"Affordable options in Lahore include budget guesthouses and 2-3 star hotels near Anarkali, Liberty Market, and around Mall Road. Use Booking/Agoda to compare rates and read reviews.",cheap,"cheap,hotels",generated/authoritative_general
poi_hours,How to find poi hours at Shalimar Gardens?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Shalimar_Gardens,generated/poi_specific
how_safe_is_lahore,how safe is lahore in Lahore?,"Lahore is generally safe for tourists, but exercise usual precautions: avoid isolated areas at night, keep belongings secure, and use registered taxis or ride-hailing apps.",travel_faq,"safety,food,services",generated/traveler_faqs
poi_entry_fee,What are the poi entry fee for Liberty Market?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Liberty_Market,generated/poi_specific
nearby_restaurants,How to find nearby restaurants at Liberty Market?,Several restaurants and cafes are located near Liberty Market; use mapping apps or ask locals for current top picks.,poi,Liberty_Market,generated/poi_specific
train_info,What is the train info in Lahore?,Pakistan Railways operates trains to Lahore from many cities; check the official Pakistan Railways website or app for schedules and bookings.,train,"train,info",generated/authoritative_general
events_and_festivals,What is the events and festivals in Lahore?,"Major events: Basant (color festival - historically), cultural festivals, Lahore Literary Festival, and seasonal food festivals. Check current year schedules.",events,"events,and,festivals",generated/authoritative_general
water_and_food_safety,Tell me about the water and food safety in Lahore.,Use bottled or filtered water; street food is delicious but choose busy stalls with high turnover for hygiene.,water,"water,and,food",generated/authoritative_general
shopping_bargaining,shopping bargaining,Bargaining is common in bazaars like Anarkali; expect to negotiate prices for handicrafts and textiles.,shopping,"shopping,bargaining",generated/authoritative_general
poi_entry_fee,Tell me about Fort Road Food Street poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Fort_Road_Food_Street,generated/poi_specific
are_guided_tours_available,I want to know are guided tours available please.,"Yes, guided walking tours of the Walled City, food tours, and private guide services are available; book in advance during peak season.",travel_faq,"safety,food,services",generated/traveler_faqs
best_neighborhoods_to_stay,Are there any best neighborhoods to stay in Lahore?,"Popular neighborhoods: Gulberg (modern, malls), Liberty/Anarkali (shopping, food), Old City (heritage), DHA (upscale). Choose based on your priorities.",best,"best,neighborhoods,to",generated/authoritative_general
poi_entry_fee,How to find poi entry fee at Fort Road Food Street?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Fort_Road_Food_Street,generated/poi_specific
parking_nearby,Tell me about Badshahi Mosque parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Badshahi_Mosque,generated/poi_specific
nightlife_and_dining,How to get to nightlife and dining?,Nightlife centers around dining�MM Alam Road and Gulberg have late-night restaurants; cultural evening events happen near the Fort and food streets.,nightlife,"nightlife,and,dining",generated/authoritative_general
nearby_restaurants,How to find nearby restaurants at Gulberg?,Several restaurants and cafes are located near Gulberg; use mapping apps or ask locals for current top picks.,poi,Gulberg,generated/poi_specific
poi_best_time,How to find poi best time at Mall Road?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Mall_Road,generated/poi_specific
parking_nearby,What are the parking nearby for Badshahi Mosque?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Badshahi_Mosque,generated/poi_specific
family_activities,family activities,"Family-friendly activities include boat rides at Jilani Park, pony rides in Model Town (seasonal), visiting family-friendly restaurants, and parks like Bagh-e-Jinnah.",family,"family,activities",generated/authoritative_general
how_safe_is_lahore,Can you tell me how safe is lahore?,"Lahore is generally safe for tourists, but exercise usual precautions: avoid isolated areas at night, keep belongings secure, and use registered taxis or ride-hailing apps.",travel_faq,"safety,food,services",generated/traveler_faqs
nightlife_and_dining,Are there any nightlife and dining in Lahore?,Nightlife centers around dining�MM Alam Road and Gulberg have late-night restaurants; cultural evening events happen near the Fort and food streets.,nightlife,"nightlife,and,dining",generated/authoritative_general
poi_hours,What are the poi hours for Data Darbar?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Data_Darbar,generated/poi_specific
poi_hours,What are the poi hours for Anarkali?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Anarkali,generated/poi_specific
poi_entry_fee,How to find poi entry fee at Walled City?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Walled_City,generated/poi_specific
nearby_restaurants,What are the nearby restaurants for Jilani Park?,Several restaurants and cafes are located near Jilani Park; use mapping apps or ask locals for current top picks.,poi,Jilani_Park,generated/poi_specific
poi_best_time,How to find poi best time at Packages Mall?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Packages_Mall,generated/poi_specific
language_spoken,What is the language spoken in Lahore?,"Urdu and Punjabi are widely spoken; English is common in hotels, restaurants, and tourist services.",language,"language,spoken",generated/authoritative_general
poi_best_time,What are the poi best time for Liberty Market?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Liberty_Market,generated/poi_specific
nearby_restaurants,How to find nearby restaurants at Walled City?,Several restaurants and cafes are located near Walled City; use mapping apps or ask locals for current top picks.,poi,Walled_City,generated/poi_specific
nearby_restaurants,What are the nearby restaurants for Wagah Border?,Several restaurants and cafes are located near Wagah Border; use mapping apps or ask locals for current top picks.,poi,Wagah_Border,generated/poi_specific
parking_nearby,Tell me about Wagah Border parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Wagah_Border,generated/poi_specific
do_hotels_offer_airport_pickup,do hotels offer airport pickup in Lahore?,Many hotels offer airport pickup for a fee; check with your hotel before arrival.,travel_faq,"safety,food,services",generated/traveler_faqs
poi_entry_fee,Tell me about Packages Mall poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Packages_Mall,generated/poi_specific
nearby_restaurants,How to find nearby restaurants at Mall Road?,Several restaurants and cafes are located near Mall Road; use mapping apps or ask locals for current top picks.,poi,Mall_Road,generated/poi_specific
poi_best_time,How to find poi best time at Bagh-e-Jinnah?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Bagh-e-Jinnah,generated/poi_specific
poi_best_time,How to find poi best time at Jilani Park?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Jilani_Park,generated/poi_specific
events_and_festivals,events and festivals,"Major events: Basant (color festival - historically), cultural festivals, Lahore Literary Festival, and seasonal food festivals. Check current year schedules.",events,"events,and,festivals",generated/authoritative_general
budget_hotels_list,Are there any budget hotels list in Lahore?,"Examples of budget stays: Guesthouses in Anarkali, Hotel One branch, small family inns near Mall Road, and hostel-like options in Old Lahore. Prices vary by season.",budget,"budget,hotels,list",generated/authoritative_general
nightlife_and_dining,Tell me about the nightlife and dining in Lahore.,Nightlife centers around dining�MM Alam Road and Gulberg have late-night restaurants; cultural evening events happen near the Fort and food streets.,nightlife,"nightlife,and,dining",generated/authoritative_general
shopping_bargaining,Where is shopping bargaining?,Bargaining is common in bazaars like Anarkali; expect to negotiate prices for handicrafts and textiles.,shopping,"shopping,bargaining",generated/authoritative_general
tour_guides_and_tours,Tell me about the tour guides and tours in Lahore.,Licensed tour guides operate in the Walled City and major attractions. Guided walking tours of the Walled City and food tours are popular.,tour,"tour,guides,and",generated/authoritative_general
parking_nearby,Tell me about Gaddafi Stadium parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Gaddafi_Stadium,generated/poi_specific
historical_places_list,What is the historical places list in Lahore?,"Key historical places: Lahore Fort (Shahi Qila), Badshahi Mosque, Wazir Khan Mosque, Shalimar Gardens, Jahangir's Tomb, Hazuri Bagh, and the Walled City landmarks.",historical,"historical,places,list",generated/authoritative_general
poi_best_time,What are the poi best time for Allama Iqbal Airport?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Allama_Iqbal_Airport,generated/poi_specific
ticketing_and_timings,Are there any ticketing and timings in Lahore?,"Many attractions have entry fees and opening hours (e.g., Lahore Fort, Badshahi Mosque). Check official sites or onsite signage for current timings and ticket prices.",ticketing,"ticketing,and,timings",generated/authoritative_general
cheap_hotels,What is the cheap hotels in Lahore?,"Affordable options in Lahore include budget guesthouses and 2-3 star hotels near Anarkali, Liberty Market, and around Mall Road. Use Booking/Agoda to compare rates and read reviews.",cheap,"cheap,hotels",generated/authoritative_general
parking_nearby,Tell me about Shalimar Gardens parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Shalimar_Gardens,generated/poi_specific
nearby_restaurants,What are the nearby restaurants for Shalimar Gardens?,Several restaurants and cafes are located near Shalimar Gardens; use mapping apps or ask locals for current top picks.,poi,Shalimar_Gardens,generated/poi_specific
poi_hours,How to find poi hours at Emporium Mall?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Emporium_Mall,generated/poi_specific
poi_best_time,How to find poi best time at Walled City?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Walled_City,generated/poi_specific
night_curfew_or_restrictions,How to get to night curfew or restrictions?,There is no general night curfew in Lahore; local events or security advisories may impose temporary restrictions�check local news.,night,"night,curfew,or",generated/authoritative_general
parking_nearby,What are the parking nearby for Gulberg?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Gulberg,generated/poi_specific
poi_entry_fee,Tell me about Shalimar Gardens poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Shalimar_Gardens,generated/poi_specific
parking_nearby,How to find parking nearby at Jilani Park?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Jilani_Park,generated/poi_specific
parking_info,Tell me about the parking info in Lahore.,Parking is available at major sites but limited near old-city attractions; use public transport or paid parking lots to avoid congestion.,parking,"parking,info",generated/authoritative_general
goodbye,take care,Goodbye! Have a great trip to Lahore.,smalltalk,goodbye,generated/smalltalk
covid_and_health,Where is covid and health?,Check local health advisories and vaccination requirements. Carry basic meds and consult travel health guidance before visiting.,covid,"covid,and,health",generated/authoritative_general
safety_tips,Where is safety tips?,"General safety tips: keep valuables secure, avoid isolated areas at night, use reputable transport, and follow local advice. Emergency numbers: 15 (police), 1122 (ambulance/rescue).",safety,"safety,tips",generated/authoritative_general
nearby_restaurants,What are the nearby restaurants for Gulberg?,Several restaurants and cafes are located near Gulberg; use mapping apps or ask locals for current top picks.,poi,Gulberg,generated/poi_specific
visa_on_arrival_info,What is the visa on arrival info in Lahore?,Visa-on-arrival rules change often�always verify on Pakistan's official e-visa portal before travel.,visa,"visa,on,arrival",generated/authoritative_general
nearby_restaurants,What are the nearby restaurants for Lahore Fort?,Several restaurants and cafes are located near Lahore Fort; use mapping apps or ask locals for current top picks.,poi,Lahore_Fort,generated/poi_specific
nearby_restaurants,Tell me about Badshahi Mosque nearby restaurants.,Several restaurants and cafes are located near Badshahi Mosque; use mapping apps or ask locals for current top picks.,poi,Badshahi_Mosque,generated/poi_specific
parking_info,What is the parking info in Lahore?,Parking is available at major sites but limited near old-city attractions; use public transport or paid parking lots to avoid congestion.,parking,"parking,info",generated/authoritative_general
poi_entry_fee,Tell me about Badshahi Mosque poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Badshahi_Mosque,generated/poi_specific
poi_entry_fee,How to find poi entry fee at Jilani Park?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Jilani_Park,generated/poi_specific
can_i_use_credit_cards,can i use credit cards in Lahore?,"Major hotels, restaurants, and malls accept credit/debit cards. Smaller shops and street vendors may prefer cash.",travel_faq,"safety,food,services",generated/traveler_faqs
do_hotels_offer_airport_pickup,I want to know do hotels offer airport pickup please.,Many hotels offer airport pickup for a fee; check with your hotel before arrival.,travel_faq,"safety,food,services",generated/traveler_faqs
day_trips_from_lahore,Where is day trips from lahore?,"Popular day trips: Wagah Border ceremony, Katas Raj Temples (longer), Hiran Minar, and trips to nearby national parks or Islamabad/Rawalpindi.",day,"day,trips,from",generated/authoritative_general
transport_from_islamabad,Can you tell me transport from islamabad?,Drive via M-2 motorway (approx 4 hours) or take intercity buses; train services also connect Islamabad/Rawalpindi to Lahore.,travel_faq,"safety,food,services",generated/traveler_faqs
emergency_numbers,Are there any emergency numbers in Lahore?,"Important numbers: Police 15, Ambulance/Rescue 1122, Fire 16 (confirm locally). Save local embassy numbers if traveling internationally.",emergency,"emergency,numbers",generated/authoritative_general
poi_hours,How to find poi hours at Fort Road Food Street?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Fort_Road_Food_Street,generated/poi_specific
how_to_book_tickets,Tell me about the how to book tickets in Lahore.,"Buy attraction tickets at counters or via official/reseller websites. For train/air, use official Pakistan Railways and airline sites or trusted booking portals.",how,"how,to,book",generated/authoritative_general
street_food_spots,What is the street food spots in Lahore?,"Popular street-food spots include Gawalmandi, Anarkali Bazaar, and Fort Road Food Street for local specialties like nihari, paya, chargha, and halwa puri.",street,"street,food,spots",generated/authoritative_general
train_info,Tell me about the train info in Lahore.,Pakistan Railways operates trains to Lahore from many cities; check the official Pakistan Railways website or app for schedules and bookings.,train,"train,info",generated/authoritative_general
tipping_culture,What is the tipping culture in Lahore?,Tipping is appreciated in restaurants (5-10%) and for guides/porters depending on service.,tipping,"tipping,culture",generated/authoritative_general
poi_hours,Tell me about Badshahi Mosque poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Badshahi_Mosque,generated/poi_specific
poi_best_time,What are the poi best time for Fort Road Food Street?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Fort_Road_Food_Street,generated/poi_specific
emergency_numbers,How to get to emergency numbers?,"Important numbers: Police 15, Ambulance/Rescue 1122, Fire 16 (confirm locally). Save local embassy numbers if traveling internationally.",emergency,"emergency,numbers",generated/authoritative_general
poi_entry_fee,What are the poi entry fee for Shalimar Gardens?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Shalimar_Gardens,generated/poi_specific
family_activities,Where is family activities?,"Family-friendly activities include boat rides at Jilani Park, pony rides in Model Town (seasonal), visiting family-friendly restaurants, and parks like Bagh-e-Jinnah.",family,"family,activities",generated/authoritative_general
nearby_restaurants,How to find nearby restaurants at Jilani Park?,Several restaurants and cafes are located near Jilani Park; use mapping apps or ask locals for current top picks.,poi,Jilani_Park,generated/poi_specific
street_food_spots,How to get to street food spots?,"Popular street-food spots include Gawalmandi, Anarkali Bazaar, and Fort Road Food Street for local specialties like nihari, paya, chargha, and halwa puri.",street,"street,food,spots",generated/authoritative_general
poi_best_time,What are the poi best time for Gulberg?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Gulberg,generated/poi_specific
parking_nearby,Tell me about Minar-e-Pakistan parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Minar-e-Pakistan,generated/poi_specific
parking_nearby,Tell me about Lahore Fort parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Lahore_Fort,generated/poi_specific
weather_now,Are there any weather now in Lahore?,Lahore has hot summers (May�Sept) and cool winters (Dec�Feb). Monsoon rains commonly occur Jul�Aug. Always check a live weather service before travel.,weather,"weather,now",generated/authoritative_general
poi_entry_fee,How to find poi entry fee at Shalimar Gardens?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Shalimar_Gardens,generated/poi_specific
currency_payment,What is the currency payment in Lahore?,Local currency is Pakistani Rupee (PKR). Cash is commonly used; cards accepted at many hotels and restaurants. ATMs are widely available in Lahore.,currency,"currency,payment",generated/authoritative_general
goodbye,bye,Goodbye! Have a great trip to Lahore.,smalltalk,goodbye,generated/smalltalk
poi_entry_fee,How to find poi entry fee at Minar-e-Pakistan?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Minar-e-Pakistan,generated/poi_specific
best_neighborhoods_to_stay,What is the best neighborhoods to stay in Lahore?,"Popular neighborhoods: Gulberg (modern, malls), Liberty/Anarkali (shopping, food), Old City (heritage), DHA (upscale). Choose based on your priorities.",best,"best,neighborhoods,to",generated/authoritative_general
tour_guides_and_tours,Are there any tour guides and tours in Lahore?,Licensed tour guides operate in the Walled City and major attractions. Guided walking tours of the Walled City and food tours are popular.,tour,"tour,guides,and",generated/authoritative_general
are_guided_tours_available,Can you tell me are guided tours available?,"Yes, guided walking tours of the Walled City, food tours, and private guide services are available; book in advance during peak season.",travel_faq,"safety,food,services",generated/traveler_faqs
nearby_restaurants,What are the nearby restaurants for Minar-e-Pakistan?,Several restaurants and cafes are located near Minar-e-Pakistan; use mapping apps or ask locals for current top picks.,poi,Minar-e-Pakistan,generated/poi_specific
greeting,assalamualaikum,Hello! I'm your Lahore travel assistant. How can I help you today?,smalltalk,greeting,generated/smalltalk
parking_info,Where is parking info?,Parking is available at major sites but limited near old-city attractions; use public transport or paid parking lots to avoid congestion.,parking,"parking,info",generated/authoritative_general
top_attractions_city,top attractions city,"Top attractions in Lahore include the Lahore Fort, Badshahi Mosque, Shalimar Gardens, Minar-e-Pakistan, Walled City (Purani Lahore), and Lahore Museum.",top,"top,attractions,city",generated/authoritative_general
poi_entry_fee,How to find poi entry fee at Mall Road?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Mall_Road,generated/poi_specific
poi_hours,What are the poi hours for Jilani Park?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Jilani_Park,generated/poi_specific
night_curfew_or_restrictions,Are there any night curfew or restrictions in Lahore?,There is no general night curfew in Lahore; local events or security advisories may impose temporary restrictions�check local news.,night,"night,curfew,or",generated/authoritative_general
poi_hours,What are the poi hours for Emporium Mall?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Emporium_Mall,generated/poi_specific
greeting,good morning,Hello! I'm your Lahore travel assistant. How can I help you today?,smalltalk,greeting,generated/smalltalk
language_spoken,Tell me about the language spoken in Lahore.,"Urdu and Punjabi are widely spoken; English is common in hotels, restaurants, and tourist services.",language,"language,spoken",generated/authoritative_general
cheap_hotels,Are there any cheap hotels in Lahore?,"Affordable options in Lahore include budget guesthouses and 2-3 star hotels near Anarkali, Liberty Market, and around Mall Road. Use Booking/Agoda to compare rates and read reviews.",cheap,"cheap,hotels",generated/authoritative_general
parking_nearby,Tell me about Ichhra Bazaar parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Ichhra_Bazaar,generated/poi_specific
poi_entry_fee,Tell me about Anarkali poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Anarkali,generated/poi_specific
night_curfew_or_restrictions,Where is night curfew or restrictions?,There is no general night curfew in Lahore; local events or security advisories may impose temporary restrictions�check local news.,night,"night,curfew,or",generated/authoritative_general
currency_payment,Tell me about the currency payment in Lahore.,Local currency is Pakistani Rupee (PKR). Cash is commonly used; cards accepted at many hotels and restaurants. ATMs are widely available in Lahore.,currency,"currency,payment",generated/authoritative_general
budget_hotels_list,budget hotels list,"Examples of budget stays: Guesthouses in Anarkali, Hotel One branch, small family inns near Mall Road, and hostel-like options in Old Lahore. Prices vary by season.",budget,"budget,hotels,list",generated/authoritative_general
budget_hotels_list,How to get to budget hotels list?,"Examples of budget stays: Guesthouses in Anarkali, Hotel One branch, small family inns near Mall Road, and hostel-like options in Old Lahore. Prices vary by season.",budget,"budget,hotels,list",generated/authoritative_general
poi_entry_fee,What are the poi entry fee for Emporium Mall?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Emporium_Mall,generated/poi_specific
visa_entry_requirements,Tell me about the visa entry requirements in Lahore.,Check Pakistan's official visa portal for requirements. Many nationalities require e-visa or visa on arrival depending on agreements�confirm before travel.,visa,"visa,entry,requirements",generated/authoritative_general
are_guided_tours_available,are guided tours available in Lahore?,"Yes, guided walking tours of the Walled City, food tours, and private guide services are available; book in advance during peak season.",travel_faq,"safety,food,services",generated/traveler_faqs
day_trips_from_lahore,How to get to day trips from lahore?,"Popular day trips: Wagah Border ceremony, Katas Raj Temples (longer), Hiran Minar, and trips to nearby national parks or Islamabad/Rawalpindi.",day,"day,trips,from",generated/authoritative_general
shopping_spots,What is the shopping spots in Lahore?,"Shopping: Liberty Market, Anarkali Bazaar, Fortress Stadium, Mall Road for souvenirs, and modern malls like Packages Mall and Emporium Mall.",shopping,"shopping,spots",generated/authoritative_general
how_to_book_tickets,how to book tickets,"Buy attraction tickets at counters or via official/reseller websites. For train/air, use official Pakistan Railways and airline sites or trusted booking portals.",how,"how,to,book",generated/authoritative_general
poi_hours,Tell me about Liberty Market poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Liberty_Market,generated/poi_specific
poi_hours,How to find poi hours at Mall Road?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Mall_Road,generated/poi_specific
cheap_hotels,Where is cheap hotels?,"Affordable options in Lahore include budget guesthouses and 2-3 star hotels near Anarkali, Liberty Market, and around Mall Road. Use Booking/Agoda to compare rates and read reviews.",cheap,"cheap,hotels",generated/authoritative_general
ticketing_and_timings,ticketing and timings,"Many attractions have entry fees and opening hours (e.g., Lahore Fort, Badshahi Mosque). Check official sites or onsite signage for current timings and ticket prices.",ticketing,"ticketing,and,timings",generated/authoritative_general
